=== 316 室外 EEV + 化霜（外机1）===
版本 = [316, 12, 14, 2026, 9, 17]   机型=2 风机=2   BoardAddressSet=1
环温 = 5.0C   翅片1 = 11.0C
**EEVCtrlNum[804] = 99**  <- 本机实际控制几路电磁头；第 99 路之后是未用通道

  ⚠ 室外 EEV 在制热时**应该是有开度的**（按过热度控制）；
     化霜一开始必须归 0 —— 那就是 #2 的判据。

   t | St Tmd | Comp Four Fan | DefC0 | EEV1..4 目标/当前/跑 | CanDef DSig | f1410 Gap0 DefRT | 环温 翅片1 | 动作
     55 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 296/296/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  533     0 |   5.0  11.0 |
     56 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 296/296/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  534     0 |   5.0  11.0 |
     57 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 296/296/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  535     0 |   5.0  11.0 |
     58 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  535     0 |   5.0  11.0 |
     58 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  536     0 |   5.0  11.0 |
     59 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  537     0 |   5.0  11.0 |
     60 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  538     0 |   5.0  11.0 |
     61 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  539     0 |   5.0  11.0 |
     62 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 297/297/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  540     0 |   5.0  11.0 |
     63 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  540     0 |   5.0  11.0 |
     63 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  541     0 |   5.0  11.0 |
     64 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 243/243/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  542     0 |   5.0  11.0 |
     65 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  542     0 |   5.0  11.0 |
     65 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  543     0 |   5.0  11.0 |
     66 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  544     0 |   5.0  11.0 |
     67 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 298/298/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  545     0 |   5.0  11.0 |
     68 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  545     0 |   5.0  11.0 |
     68 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  546     0 |   5.0  11.0 |
     69 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  547     0 |   5.0  11.0 |
     70 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  548     0 |   5.0  11.0 |
     71 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  549     0 |   5.0  11.0 |
     72 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 299/299/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  550     0 |   5.0  11.0 |
     73 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 300/300/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  551     0 |   5.0  11.0 |
     74 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 300/300/0 244/244/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  552     0 |   5.0  11.0 |
     75 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 300/300/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  552     0 |   5.0  11.0 |
     75 |  0   0 | [1, 1] [1, 1] [1, 1] |     0 | 300/300/0 245/245/0 0/530/0 0/530/0 | [0, 0] [0, 0] |    0  553     0 |   5.0  11.0 |
     76 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 300/300/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  553     0 |   5.0  11.0 |
     76 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 300/300/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  554     0 |   5.0  11.0 |
     77 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 300/300/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  555     0 |   5.0  11.0 |
     78 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 301/301/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  555     0 |   5.0  11.0 |
     78 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 301/301/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  556     0 |   5.0  11.0 |
     79 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 301/301/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  557     0 |   5.0  11.0 |
     80 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 301/301/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  558     0 |   5.0  11.0 |
     81 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 301/301/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  559     0 |   5.0  11.0 |
     82 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 301/301/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  560     0 |   5.0  11.0 |
     83 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 302/302/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  561     0 |   5.0  11.0 |
     84 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 302/302/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  562     0 |   5.0  11.0 |
     85 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 302/302/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  563     0 |   5.0  11.0 |
     86 |  0   0 | [1, 1] [1, 1] [1, 1] |     2 | 302/302/0 245/245/0 0/530/0 0/530/0 | [5, 0] [0, 0] |    0  564     0 |   5.0  11.0 |
     87 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 322/322/0 265/265/0 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     0 |   5.0  11.0 |
     87 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 302/319/1 245/265/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     1 |   5.0  11.0 |
     88 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 302/315/1 245/265/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     1 |   5.0  11.0 |
     88 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 302/312/1 245/265/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     1 |   5.0  11.0 |
     88 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 302/308/1 245/265/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     1 |   5.0  11.0 |
     88 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 302/305/1 245/265/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     1 |   5.0  11.0 |
     88 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 302/302/0 245/265/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     1 |   5.0  11.0 |
     88 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 282/302/1 225/261/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     2 |   5.0  11.0 |
     89 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 282/302/1 225/258/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     2 |   5.0  11.0 |
     89 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 282/302/1 225/254/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     2 |   5.0  11.0 |
     89 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 282/302/1 225/251/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     2 |   5.0  11.0 |
     89 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 282/302/1 225/247/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     2 |   5.0  11.0 |
     89 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 282/302/1 225/244/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     2 |   5.0  11.0 |
     89 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 282/302/1 225/240/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     2 |   5.0  11.0 |
     89 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 282/302/1 225/237/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     2 |   5.0  11.0 |
     89 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 262/302/1 205/234/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     3 |   5.0  11.0 |
     90 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 262/302/1 205/230/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     3 |   5.0  11.0 |
     90 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 262/302/1 205/227/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     3 |   5.0  11.0 |
     90 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 262/301/1 205/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     3 |   5.0  11.0 |
     90 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 262/298/1 205/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     3 |   5.0  11.0 |
     90 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 262/294/1 205/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     3 |   5.0  11.0 |
     90 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 262/291/1 205/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     3 |   5.0  11.0 |
     90 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 262/287/1 205/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     3 |   5.0  11.0 |
     90 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 242/284/1 185/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     4 |   5.0  11.0 |
     91 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 242/280/1 185/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     4 |   5.0  11.0 |
     91 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 242/277/1 185/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     4 |   5.0  11.0 |
     91 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 242/273/1 185/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     4 |   5.0  11.0 |
     91 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 242/270/1 185/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     4 |   5.0  11.0 |
     91 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 242/266/1 185/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     4 |   5.0  11.0 |
     91 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 242/263/1 185/224/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     4 |   5.0  11.0 |
     91 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 242/261/1 185/222/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     4 |   5.0  11.0 |
     91 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 242/261/1 185/219/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     4 |   5.0  11.0 |
     91 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 222/261/1 165/215/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     5 |   5.0  11.0 |
     92 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 222/261/1 165/212/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     5 |   5.0  11.0 |
     92 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 222/261/1 165/208/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     5 |   5.0  11.0 |
     92 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 222/261/1 165/205/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     5 |   5.0  11.0 |
     92 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 222/261/1 165/201/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     5 |   5.0  11.0 |
     92 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 222/261/1 165/198/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     5 |   5.0  11.0 |
     92 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 222/261/1 165/194/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     5 |   5.0  11.0 |
     92 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 222/261/1 165/191/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     5 |   5.0  11.0 |
     92 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 202/261/1 145/187/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     6 |   5.0  11.0 |
     93 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 202/261/1 145/184/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     6 |   5.0  11.0 |
     93 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 202/258/1 145/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     6 |   5.0  11.0 |
     93 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 202/255/1 145/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     6 |   5.0  11.0 |
     93 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 202/251/1 145/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     6 |   5.0  11.0 |
     93 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 202/248/1 145/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     6 |   5.0  11.0 |
     93 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 202/244/1 145/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     6 |   5.0  11.0 |
     93 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 202/241/1 145/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     6 |   5.0  11.0 |
     93 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 182/237/1 125/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     7 |   5.0  11.0 |
     94 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 182/234/1 125/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     7 |   5.0  11.0 |
     94 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 182/230/1 125/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     7 |   5.0  11.0 |
     94 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 182/227/1 125/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     7 |   5.0  11.0 |
     94 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 182/223/1 125/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     7 |   5.0  11.0 |
     94 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 182/220/1 125/183/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     7 |   5.0  11.0 |
     94 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 182/220/1 125/179/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     7 |   5.0  11.0 |
     94 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 182/220/1 125/175/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     7 |   5.0  11.0 |
     94 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 162/220/1 105/172/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     8 |   5.0  11.0 |
     95 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 162/220/1 105/169/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     8 |   5.0  11.0 |
     95 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 162/220/1 105/165/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     8 |   5.0  11.0 |
     95 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 162/220/1 105/162/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     8 |   5.0  11.0 |
     95 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 162/220/1 105/158/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     8 |   5.0  11.0 |
     95 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 162/220/1 105/155/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     8 |   5.0  11.0 |
     95 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 162/220/1 105/151/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     8 |   5.0  11.0 |
     95 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 162/220/1 105/147/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     8 |   5.0  11.0 |
     95 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 142/220/1 85/144/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     9 |   5.0  11.0 |
     96 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 142/218/1 85/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     9 |   5.0  11.0 |
     96 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 142/215/1 85/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     9 |   5.0  11.0 |
     96 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 142/211/1 85/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     9 |   5.0  11.0 |
     96 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 142/208/1 85/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     9 |   5.0  11.0 |
     96 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 142/204/1 85/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     9 |   5.0  11.0 |
     96 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 142/201/1 85/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     9 |   5.0  11.0 |
     96 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 142/197/1 85/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564     9 |   5.0  11.0 |
     96 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 122/194/1 65/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    10 |   5.0  11.0 |
     97 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 122/190/1 65/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    10 |   5.0  11.0 |
     97 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 122/187/1 65/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    10 |   5.0  11.0 |
     97 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 122/183/1 65/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    10 |   5.0  11.0 |
     97 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 122/180/1 65/142/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    10 |   5.0  11.0 |
     97 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 122/178/1 65/139/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    10 |   5.0  11.0 |
     97 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 122/178/1 65/136/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    10 |   5.0  11.0 |
     97 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 122/178/1 65/132/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    10 |   5.0  11.0 |
     97 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 122/178/1 65/129/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    10 |   5.0  11.0 |
     97 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 102/178/1 45/125/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    11 |   5.0  11.0 |
     98 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 102/178/1 45/122/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    11 |   5.0  11.0 |
     98 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 102/178/1 45/118/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    11 |   5.0  11.0 |
     98 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 102/178/1 45/115/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    11 |   5.0  11.0 |
     98 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 102/178/1 45/111/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    11 |   5.0  11.0 |
     98 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 102/178/1 45/108/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    11 |   5.0  11.0 |
     98 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 102/178/1 45/104/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    11 |   5.0  11.0 |
     98 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 102/178/1 45/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    11 |   5.0  11.0 |
     98 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 82/174/1 25/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    12 |   5.0  11.0 |
     99 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 82/171/1 25/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    12 |   5.0  11.0 |
     99 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 82/167/1 25/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    12 |   5.0  11.0 |
     99 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 82/164/1 25/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    12 |   5.0  11.0 |
     99 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 82/160/1 25/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    12 |   5.0  11.0 |
     99 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 82/157/1 25/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    12 |   5.0  11.0 |
     99 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 82/153/1 25/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    12 |   5.0  11.0 |
     99 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 82/150/1 25/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    12 |   5.0  11.0 |
     99 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 62/146/1 5/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    13 |   5.0  11.0 |
    100 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 62/143/1 5/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    13 |   5.0  11.0 |
    100 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 62/139/1 5/101/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    13 |   5.0  11.0 |
    100 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 62/136/1 5/100/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    13 |   5.0  11.0 |
    100 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 62/136/1 5/96/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    13 |   5.0  11.0 |
    100 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 62/136/1 5/93/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    13 |   5.0  11.0 |
    100 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 62/136/1 5/89/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    13 |   5.0  11.0 |
    100 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 62/136/1 5/86/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    13 |   5.0  11.0 |
    100 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 42/136/1 0/82/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    14 |   5.0  11.0 |
    101 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 42/136/1 0/79/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    14 |   5.0  11.0 |
    101 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 42/136/1 0/75/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    14 |   5.0  11.0 |
    101 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 42/136/1 0/72/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    14 |   5.0  11.0 |
    101 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 42/136/1 0/68/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    14 |   5.0  11.0 |
    101 |  1   0 | [1, 1] [0, 0] [0, 0] |     2 | 42/136/1 0/65/1 0/530/0 0/530/0 | [5, 0] [1, 0] |    0  564    14 |   5.0  11.0 |
